Name,CASHWMaxSAT-DisjCom-S6,CASHWMaxSAT-DisjCom-S9,UWrMaxSat-SCIP,EvalMaxSAT,CASHWMaxSAT-DisjCad-S6,CASHWMaxSAT-DisjCad-S9,EvalMaxSAT-SBVA,EvalMaxSAT-SBVA-saveCores,wmaxcdcl-openwbo1200,cgss_default,cgss_abst_cg,wmaxcdcl,Pacose,PacoseMP2,Exact,VBS
MaxSATQueriesinInterpretableClassifiers_wt-parkinsons_test_2_CNF_4_10.wcnf,0.006,0.0059,0.0052,5.891,0.0081,0.0081,5.8823,5.8562,0.0101,0.0021,0.0022,0.0013,0.0036,0.004,0.0046,0.0013
MaxSATQueriesinInterpretableClassifiers_wt-parkinsons_test_4_CNF_3_15.wcnf,0.0057,0.0057,0.005,3.8366,0.0075,0.0076,0.0101,0.0102,0.0098,0.0019,0.0019,0.0011,0.0034,0.0038,0.0042,0.0011
MaxSATQueriesinInterpretableClassifiers_wt-parkinsons_train_3_CNF_2_20.wcnf,28.4517,29.2759,0.0749,49.3189,35.4912,35.3624,21.1468,21.9184,0.4096,0.0247,0.0318,4.9702,0.4998,1.5164,0.8591,0.0247
MaxSATQueriesinInterpretableClassifiers_wt-titanic_test_9_CNF_4_10.wcnf,0.0073,0.0074,0.0063,4.2107,0.0105,0.0106,4.2941,4.1652,0.0109,0.0036,0.0036,0.0019,0.0049,0.0056,0.0071,0.0019
MaxSATQueriesinInterpretableClassifiers_wt-twitter_train_5_CNF_4_10.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MaxSATQueriesinInterpretableClassifiers_wt-wdbc_train_0_DNF_1_5.wcnf,4.8415,4.8531,0.0539,16.6477,19.4085,19.4446,38.2033,38.9478,0.0305,0.0487,0.0537,30.0361,1.203,2.6923,0.1487,0.0305
metro_wt-inst2.lp.sm-extracted.wcnf,109.747,110.169,1.4316,152.288,158.257,157.785,137.322,137.357,9.4899,2.5423,2.1959,2.6084,1.715,7.8417,2.5595,1.4316
metro_wt-inst22.lp.sm-extracted.wcnf,533.076,554.678,8.6194,501.097,14.1187,14.2701,516.945,513.494,112.713,26.4131,22.2833,8.6688,10.9308,11.4991,31.1018,8.6194
metro_wt-metro_8_8_5_20_10_6_500_1_2.lp.sm-extracted.wcnf,1051.45,1430.44,19.5844,715.285,685.111,985.192,682.123,678.33,399.789,378.916,557.825,14.425,13.6468,119.223,389.178,13.6468
metro_wt-metro_8_8_5_20_10_6_500_1_3.lp.sm-extracted.wcnf,1698.66,2000.13,1502.17,1770.81,1020.44,1322.52,1459.65,1694.58,1296.89,2940.87,FAILED,112.817,213.339,105.646,FAILED,105.646
metro_wt-metro_8_8_5_20_10_6_500_1_5.lp.sm-extracted.wcnf,722.118,1021.99,171.24,920.861,687.569,988.284,1038.94,912.716,1241.14,603.794,1033.55,40.5248,24.7816,36.6224,FAILED,24.7816
metro_wt-metro_8_8_5_20_10_6_500_1_9.lp.sm-extracted.wcnf,1605.37,1910.78,48.8401,789.535,871.458,1169.6,838.729,827.917,400.439,1348.64,1323.48,78.8044,24.1597,104.799,1105.16,24.1597
metro_wt-metro_9_8_7_22_10_6_500_1_1.lp.sm-extracted.wcnf,515.488,560.021,4.3733,489.894,611.544,911.504,487.642,475.388,96.1042,23.8248,20.4397,10.0034,6.9774,10.0398,34.3022,4.3733
metro_wt-metro_9_8_7_22_10_6_500_1_2.lp.sm-extracted.wcnf,609.562,908.296,6.6733,500.547,607.9,907.599,546.873,505.352,124.374,22.1496,21.4615,8.0448,8.1187,10.1779,49.3178,6.6733
metro_wt-metro_9_8_7_22_10_6_500_1_9.lp.sm-extracted.wcnf,585.796,623.125,1.9174,424.796,605.712,905.695,433.601,436.526,25.4276,13.8263,9.0043,3.655,4.8045,8.454,10.6447,1.9174
metro_wt-metro_9_8_7_30_10_6_500_1_3.lp.sm-extracted.wcnf,619.338,919.394,11.1715,637.439,618.723,918.639,578.241,611.276,317.823,84.3058,70.3175,21.8687,13.0646,13.2521,164.638,11.1715
metro_wt-metro_9_8_7_30_10_6_500_1_6.lp.sm-extracted.wcnf,613.385,913.356,8.3777,499.092,612.063,913.282,166.594,136.267,223.623,69.8751,60.2497,11.0399,11.4378,12.8694,123.996,8.3777
metro_wt-metro_9_9_10_35_13_7_500_2_1.lp.sm-extracted.wcnf,604.662,904.56,3.7976,148.769,15.8227,15.7706,115.713,143.047,129.094,27.082,28.1867,6.5573,23.2709,13.0742,45.4868,3.7976
metro_wt-metro_9_9_10_35_13_7_500_2_2.lp.sm-extracted.wcnf,608.854,893.603,6.3449,177.246,25.9954,25.9368,199.227,189.115,246.794,61.1179,62.2688,8.5574,31.0533,14.0474,109.265,6.3449
metro_wt-metro_9_9_10_35_13_7_500_2_4.lp.sm-extracted.wcnf,616.475,915.685,7.1772,185.348,21.6823,21.6239,165.047,165.011,245.493,87.1606,65.4326,12.951,21.7723,13.3692,81.5304,7.1772
metro_wt-metro_9_9_10_35_13_7_500_2_7.lp.sm-extracted.wcnf,657.428,940.242,23.1676,299.482,47.019,46.9876,338.922,343.181,627.945,295.066,242.63,37.953,36.7312,24.7419,385.288,23.1676
MinimumWeightDominatingSetProblem_wt-bn-human-BNU_1_0025865_session_1-bg.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-channel-500x100x100-b050.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-delaunay_n24.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-hugebubbles-00020.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-inf-road-usa.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-rgg_n_2_24_s0.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-sc-rel9.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-soc-livejournal-user-groups.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-socfb-uci-uni.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MinimumWeightDominatingSetProblem_wt-web-wikipedia2009.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mpe_wt-random-net-100-2_network-1.net.wcnf,607.813,907.739,FAILED,879.56,608.117,908.082,851.902,1006.32,2674.17,7.6136,7.8395,796.527,525.025,473.873,FAILED,7.6136
mpe_wt-random-net-100-2_network-10.net.wcnf,606.086,906.228,2121.42,857.63,606.053,910.365,826.032,960.818,1602.41,5.62,5.536,403.088,FAILED,FAILED,FAILED,5.536
mpe_wt-random-net-120-1_network-4.net.wcnf,5.8223,5.7194,1.2169,185.399,5.5155,5.5154,183.972,183.993,3.6399,0.91,0.8831,49.8979,66.045,340.338,FAILED,0.8831
mpe_wt-random-net-120-1_network-7.net.wcnf,5.7882,5.2365,0.6897,184.1,6.3995,6.401,185.187,184.822,0.2931,0.7512,0.8764,38.5662,63.2665,285.027,FAILED,0.2931
mpe_wt-random-net-120-1_network-9.net.wcnf,8.2319,7.6322,0.883,188.272,7.4471,7.4669,184.698,186.123,0.3275,1.0266,1.4816,43.3422,217.354,1677.84,FAILED,0.3275
mpe_wt-random-net-20-3_network-7.net.wcnf,38.812,41.999,57.8763,227.121,35.1583,35.1925,209.002,208.77,154.003,0.8754,0.9166,4.6829,9.1597,29.0604,1490.85,0.8754
mpe_wt-random-net-20-5_network-3.net.wcnf,FAILED,FAILED,1358.41,859.251,2790.31,3095.84,964.922,877.233,1260.07,371.086,373.117,88.263,92.8484,83.1256,FAILED,83.1256
mpe_wt-random-net-220-1_network-1.net.wcnf,31.4677,31.3938,712.783,225.773,34.8893,34.825,216.789,216.509,1414.28,10.5869,7.5064,545.679,283.944,FAILED,FAILED,7.5064
mpe_wt-random-net-240-1_network-7.net.wcnf,33.8231,33.8488,433.568,213.587,35.4349,35.2293,203.445,203.245,1314.99,3.7129,4.8672,254.343,301.556,519.52,FAILED,3.7129
mpe_wt-random-net-280-1_network-6.net.wcnf,34.0086,40.2179,4.9328,232.872,41.3316,41.5223,223.282,222.945,1432.6,7.6552,6.6019,460.57,645.088,FAILED,FAILED,4.9328
mpe_wt-random-net-30-3_network-8.net.wcnf,151.297,151.443,353.191,337.676,149.936,150.484,485.44,483.582,588.911,1.1553,1.4819,26.2681,32.1597,103.918,FAILED,1.1553
mpe_wt-random-net-30-5_network-4.net.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1635.03,2744.43,1554.09,631.719,201.739,176.327,FAILED,176.327
mpe_wt-random-net-60-2_network-2.net.wcnf,477.113,476.811,FAILED,721.328,476.993,475.885,719.229,745.025,23.3572,1.9844,2.377,48.4224,106.385,300.77,FAILED,1.9844
mpe_wt-random-net-60-3_network-7.net.wcnf,628.439,934.997,FAILED,927.341,625.816,926.985,1094.12,1284.29,2047.87,58.1764,43.5399,1348.06,378.565,324.71,FAILED,43.5399
mpe_wt-random-net-80-2_network-3.net.wcnf,605.398,905.424,1290.32,790.844,604.849,682.026,832.404,888.185,1471.69,4.845,4.3219,357.682,103.481,83.7137,FAILED,4.3219
mpmcs_wt-test17--n-2500.wcnf,0.9087,0.9926,0.0723,24.0568,1.1485,1.1477,24.2156,24.1521,0.1356,0.0201,0.0197,0.0882,44.5712,1.2235,0.9756,0.0197
mpmcs_wt-test18--n-2500.wcnf,0.0396,0.0398,0.04,180.138,0.1241,0.123,180.226,180.224,0.1767,0.0293,0.0282,1.3861,107.822,6.3888,1.3182,0.0282
mpmcs_wt-test2--n-2500.wcnf,0.0521,0.0554,0.0519,177.323,0.0928,0.0927,180.306,180.313,0.386,0.0256,0.0256,1.9951,10.9592,2.5977,1.3574,0.0256
mpmcs_wt-test22--n-5000.wcnf,0.1131,0.1136,0.134,180.447,0.2227,0.2216,181.048,181.137,1.5447,0.0687,0.0688,1.1878,1.4287,3.8639,17.4534,0.0687
mpmcs_wt-test24--n-5000.wcnf,1.8052,1.7985,0.2127,26.255,1.88,1.8683,26.8724,26.7975,1.2001,0.6367,0.6529,1.1107,0.3333,1.2307,6.5413,0.2127
mpmcs_wt-test29--n-5000.wcnf,0.219,0.2211,0.1527,180.487,0.3636,0.3667,181.145,181.169,1.53,0.0591,0.059,1.8889,0.7183,2.644,6.5861,0.059
mpmcs_wt-test32--n-5000.wcnf,0.1965,0.1965,0.1134,180.383,0.936,0.9441,180.837,180.831,0.7367,0.0681,0.0672,0.9966,0.3055,3.8611,4.0412,0.0672
mpmcs_wt-test34--n-5000.wcnf,0.0551,0.055,0.0687,180.092,0.1556,0.1552,180.437,180.424,0.6311,0.0401,0.0399,0.6732,0.4925,2.6081,4.4603,0.0399
mpmcs_wt-test39--n-5000.wcnf,0.1352,0.1355,0.1171,180.15,0.857,0.8524,180.662,180.655,0.7418,0.0497,0.0498,0.0808,0.3291,2.5927,3.4608,0.0497
mpmcs_wt-test4--n-2500.wcnf,0.9662,1.0445,0.0897,21.6179,0.9424,0.9477,21.7676,21.7869,0.3124,0.0199,0.0198,0.0728,0.7814,1.1964,1.4636,0.0198
mpmcs_wt-test47--n-7500.wcnf,0.1702,0.2001,0.229,180.659,0.3694,0.3702,181.719,181.717,2.8873,0.1426,0.1421,1.4855,3.8608,4.0468,98.5786,0.1421
mpmcs_wt-test5--n-2500.wcnf,0.8348,0.9313,0.0825,21.3574,0.8148,0.8139,21.503,21.4847,0.272,0.1635,0.1673,1.0318,8.6795,1.2007,1.4289,0.0825
mpmcs_wt-test56--n-7500.wcnf,3.9445,3.9774,0.1988,26.9384,5.3876,5.4207,27.3082,27.316,1.1954,0.1495,0.1577,0.3054,0.3289,1.2632,8.9601,0.1495
mpmcs_wt-test60--n-7500.wcnf,2.3962,2.384,0.185,27.2153,4.5584,4.5064,27.8212,27.8077,1.155,0.0786,0.0766,0.2651,0.2612,1.2761,5.2685,0.0766
mpmcs_wt-test9--n-2500.wcnf,0.4279,0.4252,0.0556,20.7951,0.469,0.4706,20.9121,20.8812,0.1649,0.089,0.0864,0.0362,0.5712,1.2095,0.8388,0.0362
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.1_1.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.3_1.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.3_9.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.4_0.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.4_1.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_6.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.5_7.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_0.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_domino_multiple_0.7_7.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.1_9.wcnf,1230.16,1567.47,178.117,FAILED,FAILED,FAILED,481.267,480.62,1547.52,333.615,308.462,391.407,FAILED,FAILED,FAILED,178.117
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.4_2.wcnf,1217.6,1436.7,375.459,FAILED,FAILED,FAILED,527.458,525.39,FAILED,690.97,394.062,FAILED,FAILED,FAILED,FAILED,375.459
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.5_2.wcnf,1080.11,1254.4,370.974,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,941.507,402.712,2692.03,FAILED,FAILED,FAILED,370.974
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_0.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_2.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.8_6.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
planning_wt-bwt3cc.wcsp.wcnf,0.0222,0.0231,0.0064,2.3546,0.0342,0.0338,2.2214,2.1942,0.0099,0.0024,0.0024,0.0028,0.0038,1.1209,0.0059,0.0024
planning_wt-bwt5c.wcsp.wcnf,1.1905,1.1897,0.1209,9.5434,1.6876,1.6843,9.5097,9.7556,0.0277,0.0365,0.0357,0.0807,0.0347,1.1393,0.1115,0.0277
planning_wt-bwt5cc.wcsp.wcnf,1.1925,1.1886,0.1157,9.5476,1.6953,1.6882,9.5418,9.6841,0.0335,0.0356,0.0359,0.0807,0.0345,1.1431,0.1056,0.0335
planning_wt-driverlog01cc.wcsp.dir.wcnf,0.0345,0.037,0.0066,2.3024,0.0586,0.0586,2.3667,2.3705,0.0104,0.0025,0.0025,0.6866,0.0042,3.6168,0.0109,0.0025
planning_wt-driverlog01cc.wcsp.wcnf,0.0434,0.0396,0.008,4.081,0.0805,0.08,2.0619,2.1127,0.0111,0.003,0.0036,0.9291,0.0047,4.8456,0.0263,0.003
planning_wt-driverlog05cc.wcsp.dir.wcnf,27.984,31.4112,0.1932,222.218,30.5581,30.541,213.781,211.022,0.6023,0.2744,0.2509,2.2286,0.9585,3.6778,0.8113,0.1932
planning_wt-driverlog08c.wcsp.wcnf,39.6949,39.7755,0.6791,73.4362,45.3465,45.5538,205.963,206.313,0.7175,0.5909,0.6121,4.6908,0.4707,4.5097,0.9031,0.4707
planning_wt-driverlog09.wcsp.wcnf,238.022,239.026,0.4062,293.92,463.911,463.791,415.495,415.634,0.555,0.2468,0.246,5.2642,0.4418,5.8193,0.9423,0.246
planning_wt-logistics01c.wcsp.wcnf,0.08,0.0798,0.0147,3.0817,0.1783,0.1784,3.0199,3.0528,0.0142,0.0102,0.0102,0.6037,0.0205,6.7507,0.0447,0.0102
planning_wt-logistics01cc.wcsp.wcnf,0.1257,0.1149,0.0141,180.133,0.1854,0.1861,180.143,180.147,0.0177,0.0093,0.0097,0.8539,0.0317,6.7233,0.0463,0.0093
planning_wt-mprime01bc.wcsp.wcnf,3.1055,3.1073,0.0844,10.7711,4.5785,4.5451,11.2079,11.2316,0.0397,0.047,0.0475,0.9924,0.0758,3.2794,0.134,0.0397
planning_wt-mprime03c.wcsp.wcnf,0.0319,0.032,0.0072,3.5455,0.0378,0.038,3.1636,3.1428,0.0101,0.0024,0.0024,0.003,0.004,1.158,0.0125,0.0024
planning_wt-zenotravel02c.wcsp.dir.wcnf,0.034,0.0346,0.0409,6.7333,0.175,0.1759,6.8073,7.0459,0.0134,0.0097,0.0097,0.0261,0.0157,4.8492,0.0215,0.0097
planning_wt-zenotravel02cc.wcsp.dir.wcnf,0.0333,0.0339,0.0407,6.8164,0.1754,0.175,6.9484,6.7506,0.0161,0.0096,0.0097,0.0258,0.0258,3.5951,0.0215,0.0096
planning_wt-zenotravel04bc.wcsp.wcnf,4.6218,4.7296,0.1232,16.1461,6.0401,6.0009,13.8564,13.8262,0.0354,0.0628,0.0609,0.5223,0.0619,4.3066,0.1401,0.0354
planning-bnn-inventory_2_5.wcnf,30.0172,30.0489,29.6607,38.6566,19.7692,19.7914,51.3782,48.9161,7.3375,15.5928,15.5434,315.383,13.179,152.103,16.5246,7.3375
planning-bnn-inventory_2_6.wcnf,42.0908,43.879,37.4851,76.0024,27.867,27.568,78.0129,71.5139,13.7805,15.2339,15.1596,452.549,15.4178,158.237,31.4555,13.7805
planning-bnn-inventory_2_7.wcnf,53.1784,50.2268,51.5978,67.4195,55.3024,55.1721,75.2055,75.449,7.1968,23.6343,22.3253,497.583,16.0944,162.339,35.6935,7.1968
planning-bnn-inventory_4_6.wcnf,76.2229,84.075,72.3439,93.4315,45.9277,45.665,96.178,96.0366,50.7102,30.1713,30.0622,327.021,20.8009,97.6707,44.3672,20.8009
planning-bnn-inventory_4_7.wcnf,88.8827,89.5636,92.9447,131.388,33.2003,33.0756,152.422,148.635,54.6526,33.7078,36.0849,387.688,63.4871,106.116,60.4052,33.0756
planning-bnn-inventory_4_8.wcnf,104.85,100.295,109.571,217.483,38.5694,38.5122,143.47,165.916,54.9682,54.0754,57.3397,382.313,42.4863,104.9,99.1943,38.5122
preference_planning_wt-WCNF_pathways_p02.wcnf,2.0005,2.001,0.0264,3.2775,4.1985,4.1997,3.4522,3.1932,0.0146,0.0116,0.0112,0.364,0.0108,5.577,0.0784,0.0108
preference_planning_wt-WCNF_pathways_p07.wcnf,610.911,909.988,10.822,449.216,610.26,936.328,466.089,458.655,26.0209,17.7819,21.2444,22.1749,4.9043,13.779,59.4807,4.9043
preference_planning_wt-WCNF_pathways_p10.wcnf,607.2,908.221,4.2259,447.106,611.625,907.011,444.875,453.233,18.2752,4.3215,3.9334,18.8283,6.806,18.4351,17.7448,3.9334
preference_planning_wt-WCNF_pathways_p11.wcnf,30.0445,30.0112,0.16,168.16,108.482,108.839,167.178,149.218,0.075,0.095,0.0903,1.184,0.0678,9.9252,0.1787,0.0678
preference_planning_wt-WCNF_pathways_p12.wcnf,359.227,340.797,0.409,413.192,600.831,848.477,419.096,418.84,1.5117,0.2499,0.2377,2.9915,0.3471,19.9547,1.2688,0.2377
preference_planning_wt-WCNF_pathways_p16.wcnf,699.063,999.307,108.916,803.771,796.725,1095.7,894.777,699.261,178.176,115.873,196.008,322.905,106.158,102.765,1639.72,102.765
preference_planning_wt-WCNF_pathways_p18.wcnf,222.32,232.472,0.387,411.284,418.193,417.435,412.948,411.024,0.4409,0.2691,0.2704,2.693,0.4157,10.2712,0.5852,0.2691
preference_planning_wt-WCNF_pathways_p20.wcnf,601.272,901.228,1.2142,426.692,603.164,903.869,435.488,448.384,6.4517,1.1662,1.2229,4.7472,1.2141,24.0558,8.4406,1.1662
preference_planning_wt-WCNF_storage_p01.wcnf,0.1976,0.1963,0.011,2.2388,0.4846,0.485,2.1963,2.1942,0.0108,0.0042,0.0044,0.013,0.0054,4.4919,0.0839,0.0042
preference_planning_wt-WCNF_storage_p02.wcnf,598.376,696.989,0.3359,406.874,600.612,900.593,406.754,407.183,1.0766,0.289,0.3647,1.3909,0.2601,4.3535,0.7193,0.2601
preference_planning_wt-WCNF_storage_p03.wcnf,614.395,911.296,9.2507,432.519,613.45,913.24,440.537,434.77,24.0111,13.0849,14.9126,20.3653,5.2284,8.6129,79.7851,5.2284
preference_planning_wt-WCNF_storage_p06.wcnf,264.517,249.319,0.4321,311.786,330.885,331.665,416.72,416.331,0.7742,0.4321,0.3964,4.6556,0.4089,8.1098,0.8555,0.3964
protein_ins_wt-1bpi_.2knt_.g.wcnf.t.wcnf,304.264,304.051,126.112,1326.69,428.09,428.228,1297.35,1320.25,350.803,80.8,55.0202,559.749,472.463,421.755,FAILED,55.0202
protein_ins_wt-1bpi_.5pti_.g.wcnf.t.wcnf,155.35,155.784,132.644,752.715,204.728,204.378,1073.01,1058.59,112.368,26.4976,32.8842,518.402,151.935,186.861,FAILED,26.4976
protein_ins_wt-1knt_.1bpi_.g.wcnf.t.wcnf,203.45,204.12,137.455,908.871,367.875,368.424,1087.21,1071.55,411.067,60.9983,67.0808,487.331,247.312,345.97,FAILED,60.9983
protein_ins_wt-1knt_.2knt_.g.wcnf.t.wcnf,22.7964,22.7594,22.6763,458.148,7.5309,7.5397,639.752,635.522,13.1935,2.2233,2.3298,57.3371,12.2964,12.9345,40.1649,2.2233
protein_ins_wt-1knt_.5pti_.g.wcnf.t.wcnf,137.019,136.752,79.3658,785.776,259.551,260.248,1064.42,1028.5,263.654,61.587,65.9732,444.627,245.05,274.341,FAILED,61.587
protein_ins_wt-1vii_.1cph_.g.wcnf.t.wcnf,1.7981,1.9274,0.0423,21.2998,1.7691,1.7726,21.9916,21.9124,0.0559,0.0215,0.0223,2.2178,0.0235,1.0947,0.0936,0.0215
protein_ins_wt-2knt_.5pti_.g.wcnf.t.wcnf,112.072,111.837,70.1556,912.561,201.802,202.768,1071.94,1022.44,147.619,54.27,59.1017,397.603,241.233,263.976,FAILED,54.27
protein_ins_wt-3ebx_.1era_.g.wcnf.t.wcnf,353.342,355.882,135.07,1501.32,517.535,517.724,1629.68,1342.23,804.532,145.684,201.187,607.864,893.16,436.966,FAILED,135.07
protein_ins_wt-3ebx_.6ebx_.g.wcnf.t.wcnf,34.7019,34.4181,27.6848,558.25,38.501,38.5279,702.29,692.099,34.9264,10.7284,8.3223,174.773,28.8079,29.4658,612.688,8.3223
protein_ins_wt-6ebx_.1era_.g.wcnf.t.wcnf,106.618,106.47,41.0947,723.011,173.825,173.387,989.083,887.331,200.236,51.2966,47.7908,262.653,119.526,104.354,FAILED,41.0947
protein_ins_wt-p1.wcnf.t.wcnf,374.754,337.028,199.286,1104.29,400.887,401.592,1091.05,1182.86,480.89,66.3246,64.4794,486.864,605.288,407.877,FAILED,64.4794
protein_ins_wt-sandiaprotein.g.wcnf.t.wcnf,87.8322,99.2003,87.7704,733.136,150.487,150.676,927.684,951.885,157.301,37.4301,32.2938,454.528,162.12,197.664,FAILED,32.2938
pseudoBoolean_wt-normalized-factor-size=9-P=149-Q=163.opb.wcnf,0.6563,0.6421,0.0202,2.793,0.8329,0.8296,2.771,2.8343,0.0306,0.0115,0.0116,0.4739,0.0177,4.5203,0.0996,0.0115
pseudoBoolean_wt-normalized-factor-size=9-P=149-Q=167.opb.wcnf,0.9371,0.939,0.0228,3.0668,1.0655,1.0663,3.1678,3.1644,0.0315,0.0122,0.0119,0.4423,0.0187,5.6519,0.096,0.0119
pseudoBoolean_wt-normalized-factor-size=9-P=157-Q=181.opb.wcnf,0.9689,0.9672,0.0212,3.0648,1.1298,1.1362,2.9924,3.0144,0.0242,0.0115,0.012,0.4575,0.018,6.7697,0.1018,0.0115
pseudoBoolean_wt-normalized-factor-size=9-P=223-Q=307.opb.wcnf,1.0429,1.1898,0.0225,3.0286,0.9647,0.9645,2.9446,2.8138,0.0381,0.0111,0.011,0.0375,0.0163,9.0355,0.0918,0.011
pseudoBoolean_wt-normalized-factor-size=9-P=283-Q=293.opb.wcnf,0.956,0.8985,0.027,3.3095,1.0202,1.0286,3.3385,3.3575,0.0413,0.0135,0.0133,0.4756,0.024,6.7664,0.1012,0.0133
pseudoBoolean_wt-normalized-factor-size=9-P=331-Q=379.opb.wcnf,1.1709,1.1815,0.0223,3.3968,1.3072,1.3033,3.6036,3.5776,0.0215,0.0137,0.0125,0.0413,0.0194,5.6783,0.0956,0.0125
pseudoBoolean_wt-normalized-factor-size=9-P=353-Q=479.opb.wcnf,0.6292,0.6298,0.0192,2.4081,0.6356,0.6411,2.4146,2.4191,0.0201,0.0084,0.0079,0.0278,0.0117,3.5526,0.093,0.0079
